well,condition,replicate,group,CDW,Yx,Yp,µmax2,µmax,lag,r.c_µmax,strain,strain_type
A1,Glu_65,1,hexose,4.725,0.07269230769230768,0.1836338735448528,0.14810327319213318,0.1372164241624509,5.146593484682039,0.07934071373841749,LBCM103,LBCM
A2,Glu_65,2,hexose,4.4982,0.06920307692307692,0.18911207486875145,0.14221270908245928,0.13837285554978826,5.44272544085328,0.02775004907873276,LBCM103,LBCM
A3,Glu_65,3,hexose,4.4478,0.06854551872578561,0.16828745189058966,0.1477148356473877,0.14444778836689381,5.098980306007937,0.02261749603390018,LBCM103,LBCM
A4,Glu_30,1,hexose,3.0303,0.10138760747663551,0.3420255692060235,0.16801586143378727,0.13240961948042135,4.926291593529411,0.26890978233368323,LBCM103,LBCM
A5,Glu_30,2,hexose,3.4587000000000003,0.11572099065420562,0.3613855070856098,0.16819425427568044,0.13233471640333505,4.963837372944001,0.27097604352777127,LBCM103,LBCM
A6,Glu_30,3,hexose,2.4381,0.08127,0.3721562809099901,0.1661954091564078,0.13380495006640933,5.084577788124223,0.24207220341192617,LBCM103,LBCM
A7,Xyl_36,1,pentose,1.03131,0.17121462205195462,0.1686029536784335,0.10304285233834753,0.07700329144662457,4.549688211311379,0.33816166039827644,LBCM103,LBCM
A8,Xyl_36,2,pentose,0.9771299999999999,0.19617123149394344,0.2680807217511812,0.11174786647312322,0.08434765738435578,4.7616833644878405,0.32484848943593125,LBCM103,LBCM
A9,Xyl_36,3,pentose,0.9765,0.19595683856502244,0.2719799137736025,0.10704366896556693,0.08333047292294593,4.683381274139092,0.2845681202907384,LBCM103,LBCM
A10,Xyl_16,1,pentose,0.92547,0.18534250391586485,0.2134909926808685,0.12461030820339276,0.08668752389714236,4.323529891066219,0.437465307594286,LBCM103,LBCM
A11,Xyl_16,2,pentose,0.89838,0.1798769798657718,0.20586800231015878,0.1216340250822146,0.0983423923143738,3.755899474881621,0.23684224289951988,LBCM103,LBCM
A12,Xyl_16,3,pentose,0.88452,0.17710187919463086,0.23067316564767426,0.1194387316791638,0.10577830341042901,3.7319827191169104,0.12914206248639795,LBCM103,LBCM
B1,Gal_4.5,1,hexose,0.96516,0.21448,0.241839762611276,0.11107795229192038,0.09752804493736106,8.226622374132571,0.13893344589509582,LBCM103,LBCM
B2,Gal_4.5,2,hexose,0.9991800000000001,0.22334611764705883,0.23463955315063711,0.11439410773477816,0.09689889739646564,8.290544314019979,0.18055118075007798,LBCM103,LBCM
B3,Gal_4.5,3,hexose,0.99225,0.2205,0.24563138806462248,0.11193425463040693,0.09675771878723992,8.344005045610352,0.15685090588523098,LBCM103,LBCM
B4,Gal_2,1,hexose,0.7169399999999999,0.3608439735099337,0.543635899149095,0.09375321318496514,0.08137603146917452,7.62827050921776,0.15209861543173356,LBCM103,LBCM
B5,Gal_2,2,hexose,0.72324,0.36162,0.059532640949554905,0.0933544433871545,0.08229661617447036,7.651469061546955,0.13436551497137308,LBCM103,LBCM
B6,Gal_2,3,hexose,0.77175,0.441,0.0656210258584146,0.09190597848026241,0.08547242514181931,7.67240614362291,0.07527051359275566,LBCM103,LBCM
B7,Ara_4,1,pentose,0.92988,0.1861840268456376,0.20260025624174355,0.009195486389662808,0.06735926805009958,3.915756492617441,-0.8634859514384344,LBCM103,LBCM
B8,Ara_4,2,pentose,0.8631000000000001,0.17285175654508841,0.21928511148014052,0.008492496261989042,0.06885368649528284,3.8391705347755782,-0.8766588007953523,LBCM103,LBCM
B9,Ara_4,3,pentose,0.8895599999999999,0.1781110067114094,0.23349530997948742,0.0071603282859592585,0.06742037504739151,3.894980560293026,-0.8937957808611109,LBCM103,LBCM
B10,Ara_2,1,pentose,1.0458,0.20920675011175682,0.2065743517772982,0.1248520505255084,0.09306701916487303,3.6323583268578172,0.34152841302810555,LBCM103,LBCM
B11,Ara_2,2,pentose,1.05777,0.21155400000000002,0.22566765578635017,0.12117465305493619,0.09231791442707515,3.770834865094776,0.3125800534700758,LBCM103,LBCM
B12,Ara_2,3,pentose,1.07919,0.21593450704225353,0.21701093471478392,0.12296967467241496,0.08962392201066621,3.617709872153442,0.3720630821956245,LBCM103,LBCM
C1,Man_16,1,hexose,3.3327,0.21735000000000002,0.0724261385627661,0.13831632443736547,0.11308322166087958,6.145886029742901,0.2231374593496845,LBCM103,LBCM
C2,Man_16,2,hexose,2.835,0.1848913043478261,0.07203909173009936,0.14121399625601633,0.11126593990792913,6.195262114447443,0.2691574472194165,LBCM103,LBCM
C3,Man_16,3,hexose,2.8539000000000003,0.17961608391608394,0.06881990413147683,0.13864836689174698,0.11664692017128035,6.098355977207787,0.18861575331916566,LBCM103,LBCM
C4,Man_10,1,hexose,2.7405,0.286796511627907,0.10457352839693605,0.13709715278197393,0.11782815329536991,6.520029721151966,0.1635347660783647,LBCM103,LBCM
C5,Man_10,2,hexose,2.835,0.2966860465116279,0.10791180732868683,0.13444094486584685,0.11896321234987414,6.4710040049298145,0.13010519983650287,LBCM103,LBCM
