well,condition,replicate,group,CDW,Yx,Yp,µmax2,µmax,lag,r.c_µmax,strain,strain_type
A1,Glu_65,1,hexose,1.3981199999999998,0.021545765052631578,0.1683986084614522,0.13864040742741485,0.14223211653755966,3.0327773319043785,-0.025252447882938837,LBCM67,LBCM
A2,Glu_65,2,hexose,1.29991,0.019998615384615382,0.1989503034279154,0.14536271729509198,0.14480385569959503,4.3873094105066155,0.0038594386371613313,LBCM67,LBCM
A3,Glu_65,3,hexose,1.12362,0.01731557557894737,0.19115295701941426,0.14552294992973755,0.1363695138495487,4.264397471711824,0.06712230484510988,LBCM67,LBCM
A4,Glu_30,1,hexose,3.5075,0.11734414990859232,0.2708873366258288,0.15327024706748016,0.13707064145710535,4.251831121607616,0.11818435689924373,LBCM67,LBCM
A5,Glu_30,2,hexose,3.2085999999999997,0.10853489833641404,0.27461287436595744,0.15386343153047893,0.12789564161020703,4.303998003918904,0.20303889634812608,LBCM67,LBCM
A6,Glu_30,3,hexose,3.7332,0.12444000000000001,0.25000000000000006,0.148969392230231,0.11549448421027324,3.6492987612737924,0.2898398849854353,LBCM67,LBCM
A7,Xyl_36,1,pentose,0.96075,0.10475302244922023,0.07160346569674174,0.07630862429065086,0.08367854110645795,4.605396636309974,-0.0880741551938734,LBCM67,LBCM
A8,Xyl_36,2,pentose,0.97905,0.19598134981404505,0.12729679881369477,0.10611183384305435,0.08966850124463006,4.435526704507895,0.18337913949921206,LBCM67,LBCM
A9,Xyl_36,3,pentose,0.88206,0.17660501094091904,0.12273541638478444,0.0848204164550788,0.0875262323246256,4.704374712463633,-0.030914341879943023,LBCM67,LBCM
A10,Xyl_16,1,pentose,0.92964,0.18609070225333624,0.11246506785384264,0.12771795650475207,0.10090187400680864,4.374896515286814,0.26576396882513736,LBCM67,LBCM
A11,Xyl_16,2,pentose,0.90829,0.18181696565302996,0.10584947562714601,0.15708236183710236,0.11237145429813075,4.3941044307950445,0.3978849238735478,LBCM67,LBCM
A12,Xyl_16,3,pentose,0.90585,0.18152710249671486,0.10543128640633889,0.15280759191521934,0.11511105123244829,4.515243992988363,0.32747977087490004,LBCM67,LBCM
B1,Gal_4.5,1,hexose,0.7686,0.17256309677419354,0.17137904945319488,0.197003981810167,0.13027305142037704,6.4178977286863175,0.512238944756552,LBCM67,LBCM
B2,Gal_4.5,2,hexose,0.86681,0.19613126137841352,0.17295743093930316,0.16823873393176678,0.1285335831622589,5.911296120012618,0.3089087675972175,LBCM67,LBCM
B3,Gal_4.5,3,hexose,0.8991399999999999,0.20344650195058517,0.16837417963128812,0.1475673094105749,0.12468960126174469,6.727150092006143,0.18347727410568898,LBCM67,LBCM
B4,Gal_2,1,hexose,0.7381,0.3799686390532544,0.07263629023100894,0.16540540988299648,0.12887687916710633,5.820392718067465,0.28343742455561766,LBCM67,LBCM
B5,Gal_2,2,hexose,0.71736,0.37148999999999993,0.06696809320743223,0.1572980510298436,0.10330793930695037,7.785819651129426,0.5226133836865805,LBCM67,LBCM
B6,Gal_2,3,hexose,0.78446,0.4014589411764706,0.0675169321459927,0.1483067858588146,0.10407876001373509,6.3966068076849325,0.42494766308940285,LBCM67,LBCM
B7,Ara_4,1,pentose,0.96136,0.192272,0.24914712153518126,0.11999091948910656,0.10861880507927586,2.890598133560694,0.10469747297929412,LBCM67,LBCM
B8,Ara_4,2,pentose,0.9363499999999999,0.18759804028903,0.27115645613777906,0.10516571906819777,0.122233558599317,2.925028662195285,-0.13963300853465133,LBCM67,LBCM
B9,Ara_4,3,pentose,0.9473299999999999,0.18971480630334864,0.25374429326027215,0,0.12895538628918005,3.3052786566285084,-1,LBCM67,LBCM
B10,Ara_2,1,pentose,1.12118,0.22428502404897246,0.180849764544757,0.17763793245930679,0.129386488951644,3.4317234953220543,0.37292490041750753,LBCM67,LBCM
B11,Ara_2,2,pentose,1.06994,0.21478611232996928,0.18105657383489376,0.16940323155231785,0.12547765658551696,3.5096999418368275,0.3500669056316351,LBCM67,LBCM
B12,Ara_2,3,pentose,0.9796600000000001,0.1961034565740538,0.16827078937904158,0.20827249850990964,0.1294920879033146,3.431015597856208,0.6083801094119088,LBCM67,LBCM
