well,condition,replicate,group,CDW,Yx,Yp,µmax2,µmax,lag,r.c_µmax,strain,strain_type
A1,Glu_65,1,hexose,1.3627200000000002,0.02096492307692308,0.15587907403764178,0.13748108954284524,0.13563589210103771,4.26188883812628,0.013604049881081666,LBCM1046,LBCM
A2,Glu_65,2,hexose,1.3314400000000002,0.02063263076573506,0.14492443688203083,0.14399280672073492,0.15062979954966066,4.940176770061823,-0.044061618941062274,LBCM1046,LBCM
A3,Glu_65,3,hexose,1.15396,0.017817539506452346,0.1588130876963202,0.15022070944000115,0.14103253762506046,5.303796862378281,0.06514930504454046,LBCM1046,LBCM
A4,Glu_30,1,hexose,4.658,0.15710959446092979,0.23794315386671588,0.156321182030523,0.1340767596947014,4.83836817557037,0.16590811402716713,LBCM1046,LBCM
A5,Glu_30,2,hexose,4.1208,0.13844264039408866,0.25333089757642185,0.1505466312236781,0.13514986916326133,4.72635864979437,0.11392361794902992,LBCM1046,LBCM
A6,Glu_30,3,hexose,3.8352,0.12884760591133004,0.24244726376307646,0.14413233715825358,0.12009319752494306,5.5717359559859965,0.20017070182778376,LBCM1046,LBCM
A7,Xyl_36,1,pentose,1.1981600000000001,0.24019550852439744,0.1471482849715302,0.1604268562209211,0.10609446941627783,4.702815027603334,0.5121132807730238,LBCM1046,LBCM
A8,Xyl_36,2,pentose,1.1288,0.22629088771310993,0.14518288975994764,0.14829589491863254,0.10304022510353182,4.187979766233855,0.43920391060509756,LBCM1046,LBCM
A9,Xyl_36,3,pentose,1.0805200000000001,0.21707159184635327,0.12519573840981005,0.1700031572584513,0.10879281244213085,4.622269856076818,0.5626322497074842,LBCM1046,LBCM
A10,Xyl_16,1,pentose,1.1689200000000002,0.23405855549031127,0.10907935897686194,0.17123444597687734,0.12470004517729799,4.2827734161850515,0.3731706811606759,LBCM1046,LBCM
A11,Xyl_16,2,pentose,1.2022400000000002,0.24095676501704483,0.10738786803225388,0.21545600654819866,0.1374450057944902,4.721784760024687,0.5675797407317342,LBCM1046,LBCM
A12,Xyl_16,3,pentose,1.15396,0.23117163670544003,0.10084762680621026,0.2075798940674307,0.134073594144599,4.8776233897571215,0.5482533707834729,LBCM1046,LBCM
B1,Gal_4.5,1,hexose,1.241,0.2798000607718019,0.1646286289881495,0.18030730434046335,0.13305780358705155,6.17240193086227,0.35510507072589215,LBCM1046,LBCM
B2,Gal_4.5,2,hexose,1.2253600000000002,0.27898653574716176,0.1644011537281375,0.1600300672363213,0.12375236516626778,5.933049356727596,0.29314754527166026,LBCM1046,LBCM
B3,Gal_4.5,3,hexose,1.2444000000000002,0.28125031982942433,0.177553842217484,0.14358904805210873,0.11078454424973286,5.959078510734124,0.29611083409277084,LBCM1046,LBCM
B4,Gal_2,1,hexose,0.7908400000000001,0.40413449035812676,0.05421659090909091,0.1750064893449674,0.11897679728874869,6.1472350668716835,0.47092957058037477,LBCM1046,LBCM
B5,Gal_2,2,hexose,0.7752,0.3983368421052631,0.05497736980609418,0.16395605454237647,0.11208835046583553,6.0209020645730575,0.4627394716844387,LBCM1046,LBCM
B6,Gal_2,3,hexose,0.8377600000000001,0.41888000000000003,0.0563085,0.16007429405570003,0.10621910593426889,5.697718643522371,0.5070197837548935,LBCM1046,LBCM
B7,Ara_4,1,pentose,0.65756,0.13169738047691765,0.22794225713614472,0.015713605749591544,0.10521291453645729,3.61984989368409,-0.8506494585876467,LBCM1046,LBCM
B8,Ara_4,2,pentose,0.6657200000000001,0.133175243458876,0.26400053560952713,0.01764529981300788,0.11522525062200682,3.347524718190315,-0.8468625607863264,LBCM1046,LBCM
B9,Ara_4,3,pentose,0,0,0,0.011396354622294018,0,0,Inf,LBCM1046,LBCM
B10,Ara_2,1,pentose,1.19272,0.23888025372959004,0.17970736050745917,0.19615947514932,0.14023376082820407,3.481930780653232,0.3988034977513635,LBCM1046,LBCM
B11,Ara_2,2,pentose,1.1335600000000001,0.2270315752378715,0.1858540126864795,0.20317132184114295,0.11479598703912816,3.6967773453588797,0.7698469004137931,LBCM1046,LBCM
B12,Ara_2,3,pentose,1.1838800000000003,0.23688714939561087,0.16862131850721745,0.23845753116442564,0.11847624333047248,3.618846077801421,1.012703344241618,LBCM1046,LBCM
C1,Man_16,1,hexose,3.3932,0.2171388729703916,0.006751112055635758,0.12845999903483113,0.13666298804617644,5.9505052164909324,-0.06002348645101801,LBCM1046,LBCM
C2,Man_16,2,hexose,3.5428,0.22617208194378277,0.006645229917059519,0.1266513122333916,0.12272349201824995,5.836599999933506,0.03200544696493443,LBCM1046,LBCM
C3,Man_16,3,hexose,3.4204000000000003,0.21680870387890258,0.007222220877985516,0.12538061009194615,0.12203990357670257,5.770060250549493,0.027373886879088982,LBCM1046,LBCM
C4,Man_10,1,hexose,3.468,0.3574707692307692,0.008725949242573285,0.1257740094261042,0.12522785051354296,4.737034790546895,0.004361321465804243,LBCM1046,LBCM
C5,Man_10,2,hexose,3.4272000000000005,0.3492355893536122,0.009308360805059335,0.13191085471437095,0.11497344830316734,4.0713238372925025,0.14731580779018003,LBCM1046,LBCM
C6,Man_10,3,hexose,3.7264000000000004,0.38117374045801533,0.011053083696140257,0.12810355802824683,0.116259859007794,2.748319021606964,0.10187264221315491,LBCM1046,LBCM
C7,EtOH_90,1,alcohol,0.10540000000000001,0,0,0,0.027520887394369895,21.141233253329766,-1,LBCM1046,LBCM
C8,EtOH_90,2,alcohol,0.09928000000000001,0,0,0,0.027989683134056857,22.767897712880224,-1,LBCM1046,LBCM
C9,EtOH_90,3,alcohol,0.11696,0.09496038095238103,0,0,0.029615382037099923,22.520600306988538,-1,LBCM1046,LBCM
C10,EtOH_45,1,alcohol,1.1580400000000002,0.0585892640949555,0,0.12123927335969006,0.11839644926922091,6.463689389691185,0.024011058676302655,LBCM1046,LBCM
C11,EtOH_45,2,alcohol,1.054,0.054956269113149846,0,0.1446538829213437,0.13034866453937818,7.038019800984971,0.10974579933378553,LBCM1046,LBCM
C12,EtOH_45,3,alcohol,1.07712,0.05514983783783784,0,0.1333876387393391,0.1276680787791139,6.268820049111237,0.04480023522654351,LBCM1046,LBCM
D1,NaCl_80,1,salt,0.9656,0.048280000000000003,0.057054560954816716,0.13770638613150848,0.08185090927568643,6.923867924031243,0.682405086884157,LBCM1046,LBCM
D2,NaCl_80,2,salt,1.03972,0.05323491291291291,0.05779231917339333,0.13311580407703127,0.08079876937379096,6.572260036573178,0.6474979149894158,LBCM1046,LBCM
D3,NaCl_80,3,salt,0.92888000000000015,0.140154017699115,0.17436023659175093,0.11148522543871067,0.07816476167594663,6.4195683902801415,0.42628497865704656,LBCM1046,LBCM
D4,NaCl_25,1,salt,3.2708,0.7639334246575342,0.2584509920704435,0.11408920353407258,0.11195380657050308,3.8305778062779012,0.019073911186974515,LBCM1046,LBCM
D5,NaCl_25,2,salt,3.6176000000000004,0.9489243076923077,0.33968063479572436,0.12093401916003078,0.10669797962970368,3.4202495406262736,0.13342370286422867,LBCM1046,LBCM
D6,NaCl_25,3,salt,3.7536000000000005,0,0,0.12217353469321716,0.0975507067316266,3.322893992098071,0.25241055433181897,LBCM1046,LBCM
D7,FrAcid_3.5,1,acid,0.84728,0.3359563720930236,0.5587670255159702,0.12917910197348,0.10278872573517411,4.1228294126598435,0.2567438797353936,LBCM1046,LBCM
D8,FrAcid_3.5,2,acid,0.8160000000000001,0.05210786516853933,0.07403788742332956,0.130261307424661,0.10279250993319144,3.4305421508602225,0.2672256714941829,LBCM1046,LBCM
D9,FrAcid_3.5,3,acid,0.8935200000000001,0.04630551975683891,0.0659172827317791,0.15950625887314193,0.11718792294558678,4.054883800594563,0.3611151632681859,LBCM1046,LBCM
D10,FrAcid_1,1,acid,1.0336,0.051680000000000004,0.056692242114237,0.1821875683535109,0.13878022380639815,3.8332680693312704,0.3127775943614782,LBCM1046,LBCM
D11,FrAcid_1,2,acid,1.02068,0.054897772870662456,0.06208486960824653,0.20242896535840832,0.14499543268851742,4.0451951956076515,0.3961058055757588,LBCM1046,LBCM
D12,FrAcid_1,3,acid,1.0574000000000001,0.055133547400611625,0.05974174272820415,0.20008341513101996,0.15264082238849977,4.191790043716283,0.3108119571170143,LBCM1046,LBCM
E1,AcAcid_6,1,acid,0.8262000000000002,0.0415537168141593,0.06187183607571539,0.16819042896294592,0.11783286867371243,4.209369037825951,0.42736429025314787,LBCM1046,LBCM
E2,AcAcid_6,2,acid,0.8112400000000001,0.042041465045592696,0.06746359968594282,0.15806178190398879,0.12340716928522855,4.086532019691353,0.2808152299374416,LBCM1046,LBCM
E3,AcAcid_6,3,acid,0.79016,0.11321200000000006,0.1518886071052463,0.13470503034762715,0.11788156267010905,3.951427563224992,0.14271500391115866,LBCM1046,LBCM
E4,AcAcid_4.5,1,acid,0.7140000000000001,0.15810000000000005,0.2495554743636585,0.12533341264432604,0.12307633516760703,3.669875650021015,0.018338842098647876,LBCM1046,LBCM
E5,AcAcid_4.5,2,acid,0.69428,0.09320845669291343,0.15559723033342063,0.09740026047070909,0.11664841900407934,3.167061358828941,-0.16501002497682477,LBCM1046,LBCM
E6,AcAcid_4.5,3,acid,0.5990800000000001,0.06043972781065089,0.10901534526854222,0.11272438627578077,0.11292868276906794,3.1512270492428334,-0.0018090753232723098,LBCM1046,LBCM
E7,LacAcid_7,1,acid,1.27296,0.8681587200000008,0.7587468030690545,0.15011392511139937,0.11529525289951405,4.0767232008087144e-5,0.30199571392788954,LBCM1046,LBCM
E8,LacAcid_7,2,acid,3.7536000000000005,0.2570236144578314,0.07638371045991298,0.14703122620757386,0.11683509534517177,2.387555322804798,0.25845085993375666,LBCM1046,LBCM
